model,lr,lr_label,seed,dataset,epochs_trained,best_epoch,test_acc,test_f1_macro,base_test_acc,delta_vs_joint
lstm,0.0002,secondary,21,PickupGestureWiimoteZ,10,10,0.1,0.019230769230769232,0.095,0.0050000000000000044
lstm,0.0002,secondary,21,Plane,10,10,0.14285714285714285,0.03571428571428571,0.2964285714285714,-0.15357142857142853
lstm,0.0002,secondary,21,ShakeGestureWiimoteZ,10,10,0.1,0.01818181818181818,0.12,-0.01999999999999999
lstm,0.0002,secondary,21,SonyAIBORobotSurface1,10,10,0.43926788685524126,0.31965387625673086,0.6295757071547421,-0.19030782029950083
lstm,0.0002,secondary,21,SonyAIBORobotSurface2,10,10,0.6799580272822665,0.5849261645101267,0.6382476390346274,0.04171038824763906
lstm,0.0002,secondary,21,StarLightCurves,10,8,0.7531568722680914,0.7257798729984989,0.7347771976687713,0.018379674599320106
lstm,0.0002,secondary,21,Trace,10,10,0.42,0.29330943847072877,0.355,0.065
lstm,0.0002,secondary,21,Wafer,10,5,0.8921155094094744,0.4714910400411558,0.8539097988319273,0.03820571057754707
lstm,0.0002,secondary,42,AllGestureWiimoteX,10,10,0.1442857142857143,0.058340767172167705,0.1396428571428571,0.0046428571428571985
lstm,0.0002,secondary,42,AllGestureWiimoteY,10,10,0.15,0.07522130783252355,0.165,-0.015000000000000013
lstm,0.0002,secondary,42,AllGestureWiimoteZ,10,10,0.13142857142857142,0.06817386493576968,0.1523214285714285,-0.020892857142857074
lstm,0.0002,secondary,42,Car,6,1,0.23333333333333334,0.0945945945945946,0.2416666666666666,-0.008333333333333276
lstm,0.0002,secondary,42,ChlorineConcentration,10,8,0.5325520833333334,0.23185941043083902,0.3520833333333333,0.18046875000000007
lstm,0.0002,secondary,42,CinCECGTorso,6,1,0.24855072463768116,0.09953569355774812,0.2831521739130435,-0.03460144927536232
lstm,0.0002,secondary,42,DodgerLoopDay,7,2,0.1375,0.03453689167974882,0.1671875,-0.029687499999999978
lstm,0.0002,secondary,42,DodgerLoopGame,10,10,0.4782608695652174,0.3235294117647059,0.473731884057971,0.004528985507246397
lstm,0.0002,secondary,42,DodgerLoopWeekend,10,10,0.7391304347826086,0.425,0.6711956521739131,0.06793478260869557
lstm,0.0002,secondary,42,Earthquakes,8,3,0.7482014388489209,0.4279835390946502,0.6151079136690647,0.13309352517985618
lstm,0.0002,secondary,42,FordA,10,10,0.8909090909090909,0.8905069124423963,0.715814393939394,0.17509469696969693
lstm,0.0002,secondary,42,FordB,10,10,0.6691358024691358,0.6457779895436953,0.6385802469135803,0.030555555555555558
lstm,0.0002,secondary,42,FreezerRegularTrain,10,10,0.5,0.3333333333333333,0.6873684210526315,-0.18736842105263152
lstm,0.0002,secondary,42,FreezerSmallTrain,10,10,0.5,0.33457682198969435,0.6017543859649123,-0.10175438596491226
lstm,0.0002,secondary,42,GesturePebbleZ1,10,10,0.18604651162790697,0.052545155993431854,0.2347383720930232,-0.04869186046511623
lstm,0.0002,secondary,42,GesturePebbleZ2,10,10,0.13291139240506328,0.05511496832759738,0.2120253164556962,-0.07911392405063292
lstm,0.0002,secondary,42,InsectWingbeatSound,10,10,0.09090909090909091,0.01515151515151515,0.1147727272727272,-0.023863636363636295
lstm,0.0002,secondary,42,ItalyPowerDemand,10,10,0.5014577259475219,0.3339805825242718,0.5949951409135082,-0.09353741496598633
lstm,0.0002,secondary,42,Lightning2,10,10,0.5245901639344263,0.43751987281399046,0.5389344262295082,-0.0143442622950819
lstm,0.0002,secondary,42,Lightning7,10,10,0.1780821917808219,0.0917336631622346,0.1900684931506849,-0.011986301369862978
lstm,0.0002,secondary,42,MoteStrain,10,10,0.7947284345047924,0.7933838180495383,0.5943490415335463,0.20037939297124607
lstm,0.0002,secondary,42,Phoneme,6,1,0.00949367088607595,0.0004909983633387888,0.0372494725738396,-0.027755801687763648
lstm,0.0002,secondary,42,PickupGestureWiimoteZ,10,10,0.1,0.06990881458966565,0.095,0.0050000000000000044
lstm,0.0002,secondary,42,Plane,10,10,0.2571428571428571,0.19293078055964655,0.2964285714285714,-0.03928571428571426
lstm,0.0002,secondary,42,ShakeGestureWiimoteZ,10,10,0.1,0.01886792452830189,0.12,-0.01999999999999999
lstm,0.0002,secondary,42,SonyAIBORobotSurface1,10,10,0.6955074875207987,0.6885225473731311,0.6295757071547421,0.06593178036605662
lstm,0.0002,secondary,42,SonyAIBORobotSurface2,10,10,0.7481636935991606,0.7075879844128747,0.6382476390346274,0.10991605456453313
lstm,0.0002,secondary,42,StarLightCurves,10,10,0.7921321029626032,0.7481619098459236,0.7347771976687713,0.057354905293831915
lstm,0.0002,secondary,42,Trace,10,10,0.28,0.109375,0.355,-0.07499999999999996
lstm,0.0002,secondary,42,Wafer,10,10,0.8921155094094744,0.4714910400411558,0.8539097988319273,0.03820571057754707
lstm,0.0002,secondary,63,AllGestureWiimoteX,10,10,0.12571428571428572,0.05303583363323222,0.1396428571428571,-0.013928571428571374
lstm,0.0002,secondary,63,AllGestureWiimoteY,10,10,0.15571428571428572,0.08549520030489619,0.165,-0.009285714285714286
lstm,0.0002,secondary,63,AllGestureWiimoteZ,10,10,0.15285714285714286,0.08136139406752516,0.1523214285714285,0.0005357142857143615
lstm,0.0002,secondary,63,Car,6,1,0.23333333333333334,0.0945945945945946,0.2416666666666666,-0.008333333333333276
lstm,0.0002,secondary,63,ChlorineConcentration,10,10,0.5325520833333334,0.2316624185783064,0.3520833333333333,0.18046875000000007
lstm,0.0002,secondary,63,CinCECGTorso,6,1,0.2826086956521739,0.1870181683226775,0.2831521739130435,-0.0005434782608695898
lstm,0.0002,secondary,63,DodgerLoopDay,10,10,0.1625,0.039938556067588324,0.1671875,-0.004687499999999983
lstm,0.0002,secondary,63,DodgerLoopGame,6,1,0.5217391304347826,0.34285714285714286,0.473731884057971,0.048007246376811585
lstm,0.0002,secondary,63,DodgerLoopWeekend,10,10,0.9130434782608695,0.8943877551020408,0.6711956521739131,0.24184782608695643
lstm,0.0002,secondary,63,Earthquakes,6,1,0.7482014388489209,0.4279835390946502,0.6151079136690647,0.13309352517985618
lstm,0.0002,secondary,63,FordA,10,10,0.8909090909090909,0.8906356801093642,0.715814393939394,0.17509469696969693
lstm,0.0002,secondary,63,FordB,10,9,0.725925925925926,0.7209653092006033,0.6385802469135803,0.08734567901234569
lstm,0.0002,secondary,63,FreezerRegularTrain,10,10,0.49964912280701756,0.3331773514272344,0.6873684210526315,-0.18771929824561395
lstm,0.0002,secondary,63,FreezerSmallTrain,10,10,0.7533333333333333,0.7522667919294529,0.6017543859649123,0.15157894736842104
lstm,0.0002,secondary,63,GesturePebbleZ1,10,10,0.16279069767441862,0.04666666666666667,0.2347383720930232,-0.07194767441860458
lstm,0.0002,secondary,63,GesturePebbleZ2,10,10,0.14556962025316456,0.04331450094161959,0.2120253164556962,-0.06645569620253164
lstm,0.0002,secondary,63,InsectWingbeatSound,10,10,0.09090909090909091,0.01515151515151515,0.1147727272727272,-0.023863636363636295
lstm,0.0002,secondary,63,ItalyPowerDemand,10,10,0.49854227405247814,0.3326848249027237,0.5949951409135082,-0.0964528668610301
lstm,0.0002,secondary,63,Lightning2,10,10,0.7213114754098361,0.7164342357123326,0.5389344262295082,0.18237704918032793
lstm,0.0002,secondary,63,Lightning7,10,10,0.136986301369863,0.03442340791738382,0.1900684931506849,-0.05308219178082188
lstm,0.0002,secondary,63,MoteStrain,10,10,0.7971246006389776,0.7954285214357211,0.5943490415335463,0.20277555910543132
lstm,0.0002,secondary,63,Phoneme,6,1,0.03322784810126582,0.002399078299355308,0.0372494725738396,-0.00402162447257378
lstm,0.0002,secondary,63,PickupGestureWiimoteZ,10,10,0.12,0.04127659574468086,0.095,0.024999999999999994
lstm,0.0002,secondary,63,Plane,10,10,0.14285714285714285,0.03571428571428571,0.2964285714285714,-0.15357142857142853
lstm,0.0002,secondary,63,ShakeGestureWiimoteZ,10,10,0.14,0.07675070028011204,0.12,0.020000000000000018
lstm,0.0002,secondary,63,SonyAIBORobotSurface1,10,10,0.44093178036605657,0.3228169014084507,0.6295757071547421,-0.18864392678868552
lstm,0.0002,secondary,63,SonyAIBORobotSurface2,10,10,0.6169989506820567,0.381570408825438,0.6382476390346274,-0.021248688352570766
lstm,0.0002,secondary,63,StarLightCurves,10,10,0.7831471588149587,0.727688414010368,0.7347771976687713,0.04836996114618741
lstm,0.0002,secondary,63,Trace,10,10,0.47,0.31316033364226137,0.355,0.11499999999999999
lstm,0.0002,secondary,63,Wafer,10,10,0.8921155094094744,0.4714910400411558,0.8539097988319273,0.03820571057754707
lstm,0.0002,secondary,84,AllGestureWiimoteX,10,10,0.14857142857142858,0.06963973547910295,0.1396428571428571,0.00892857142857148
lstm,0.0002,secondary,84,AllGestureWiimoteY,10,10,0.15285714285714286,0.07480305165667236,0.165,-0.01214285714285715
lstm,0.0002,secondary,84,AllGestureWiimoteZ,10,10,0.15428571428571428,0.09045584045584046,0.1523214285714285,0.0019642857142857795
lstm,0.0002,secondary,84,Car,10,7,0.23333333333333334,0.0945945945945946,0.2416666666666666,-0.008333333333333276
lstm,0.0002,secondary,84,ChlorineConcentration,10,10,0.5325520833333334,0.2316624185783064,0.3520833333333333,0.18046875000000007
lstm,0.0002,secondary,84,CinCECGTorso,6,1,0.25,0.1,0.2831521739130435,-0.03315217391304348
lstm,0.0002,secondary,84,DodgerLoopDay,10,10,0.15,0.037267080745341616,0.1671875,-0.017187499999999994
lstm,0.0002,secondary,84,DodgerLoopGame,6,1,0.5217391304347826,0.34285714285714286,0.473731884057971,0.048007246376811585
lstm,0.0002,secondary,84,DodgerLoopWeekend,10,10,0.7391304347826086,0.425,0.6711956521739131,0.06793478260869557
lstm,0.0002,secondary,84,Earthquakes,6,1,0.2517985611510791,0.20114942528735633,0.6151079136690647,-0.3633093525179856
lstm,0.0002,secondary,84,FordA,10,10,0.8909090909090909,0.890601438848921,0.715814393939394,0.17509469696969693
lstm,0.0002,secondary,84,FordB,10,10,0.745679012345679,0.7448561432695602,0.6385802469135803,0.10709876543209873
lstm,0.0002,secondary,84,FreezerRegularTrain,10,10,0.5,0.3333333333333333,0.6873684210526315,-0.18736842105263152
lstm,0.0002,secondary,84,FreezerSmallTrain,10,10,0.7498245614035087,0.7481701579313481,0.6017543859649123,0.14807017543859646
lstm,0.0002,secondary,84,GesturePebbleZ1,10,10,0.14534883720930233,0.04230118443316413,0.2347383720930232,-0.08938953488372087
lstm,0.0002,secondary,84,GesturePebbleZ2,10,10,0.189873417721519,0.0988743535138424,0.2120253164556962,-0.022151898734177194
lstm,0.0002,secondary,84,InsectWingbeatSound,10,10,0.11212121212121212,0.03544085304600157,0.1147727272727272,-0.0026515151515150853
lstm,0.0002,secondary,84,ItalyPowerDemand,6,1,0.49854227405247814,0.3326848249027237,0.5949951409135082,-0.0964528668610301
lstm,0.0002,secondary,84,Lightning2,10,10,0.4918032786885246,0.3789819376026273,0.5389344262295082,-0.047131147540983576
lstm,0.0002,secondary,84,Lightning7,10,10,0.1643835616438356,0.040336134453781515,0.1900684931506849,-0.02568493150684928
lstm,0.0002,secondary,84,MoteStrain,6,1,0.5407348242811502,0.3541035820828567,0.5943490415335463,-0.053614217252396124
lstm,0.0002,secondary,84,Phoneme,6,1,0.013185654008438819,0.0007577135236709705,0.0372494725738396,-0.024063818565400782
lstm,0.0002,secondary,84,PickupGestureWiimoteZ,10,10,0.08,0.027692307692307693,0.095,-0.015
lstm,0.0002,secondary,84,Plane,10,10,0.09523809523809523,0.024844720496894408,0.2964285714285714,-0.20119047619047614
lstm,0.0002,secondary,84,ShakeGestureWiimoteZ,10,10,0.12,0.0478021978021978,0.12,0.0
lstm,0.0002,secondary,84,SonyAIBORobotSurface1,10,10,0.5757071547420965,0.3760000977194718,0.6295757071547421,-0.05386855241264554
lstm,0.0002,secondary,84,SonyAIBORobotSurface2,10,10,0.7387198321091291,0.6985192572782539,0.6382476390346274,0.10047219307450161
lstm,0.0002,secondary,84,StarLightCurves,10,9,0.7668771248178727,0.7337806925905785,0.7347771976687713,0.03209992714910148
lstm,0.0002,secondary,84,Trace,10,10,0.19,0.07983193277310924,0.355,-0.16499999999999998
lstm,0.0002,secondary,84,Wafer,10,9,0.8921155094094744,0.4714910400411558,0.8539097988319273,0.03820571057754707
lstm,0.0002,secondary,105,AllGestureWiimoteX,10,10,0.15142857142857144,0.05518826395079553,0.1396428571428571,0.011785714285714344
lstm,0.0002,secondary,105,AllGestureWiimoteY,10,10,0.16428571428571428,0.07807280265767041,0.165,-0.0007142857142857229
lstm,0.0002,secondary,105,AllGestureWiimoteZ,10,10,0.14142857142857143,0.06649326441224332,0.1523214285714285,-0.010892857142857065
lstm,0.0002,secondary,105,Car,10,9,0.31666666666666665,0.12025316455696203,0.2416666666666666,0.07500000000000004
lstm,0.0002,secondary,105,ChlorineConcentration,10,9,0.5325520833333334,0.2316624185783064,0.3520833333333333,0.18046875000000007
lstm,0.0002,secondary,105,CinCECGTorso,10,5,0.26014492753623186,0.1754227489521607,0.2831521739130435,-0.02300724637681162
lstm,0.0002,secondary,105,DodgerLoopDay,9,4,0.15,0.037267080745341616,0.1671875,-0.017187499999999994
lstm,0.0002,secondary,105,DodgerLoopGame,6,1,0.4782608695652174,0.3235294117647059,0.473731884057971,0.004528985507246397
lstm,0.0002,secondary,105,DodgerLoopWeekend,10,10,0.7391304347826086,0.425,0.6711956521739131,0.06793478260869557
lstm,0.0002,secondary,105,Earthquakes,10,9,0.7482014388489209,0.4279835390946502,0.6151079136690647,0.13309352517985618
lstm,0.0002,secondary,105,FordA,10,10,0.8977272727272727,0.8975621281094235,0.715814393939394,0.18191287878787876
lstm,0.0002,secondary,105,FordB,10,10,0.7790123456790123,0.7789715829317707,0.6385802469135803,0.14043209876543206
lstm,0.0002,secondary,105,FreezerRegularTrain,10,10,0.7508771929824561,0.7494379534820137,0.6873684210526315,0.06350877192982463
lstm,0.0002,secondary,105,FreezerSmallTrain,10,10,0.7354385964912281,0.7307522098391155,0.6017543859649123,0.13368421052631585
lstm,0.0002,secondary,105,GesturePebbleZ1,10,10,0.19186046511627908,0.0629062906290629,0.2347383720930232,-0.04287790697674412
lstm,0.0002,secondary,105,GesturePebbleZ2,10,10,0.15822784810126583,0.047348484848484855,0.2120253164556962,-0.05379746835443036
lstm,0.0002,secondary,105,InsectWingbeatSound,10,10,0.09090909090909091,0.01515151515151515,0.1147727272727272,-0.023863636363636295
lstm,0.0002,secondary,105,ItalyPowerDemand,10,10,0.5393586005830904,0.4185747663551402,0.5949951409135082,-0.05563654033041787
lstm,0.0002,secondary,105,Lightning2,10,10,0.5081967213114754,0.40891472868217055,0.5389344262295082,-0.030737704918032738
lstm,0.0002,secondary,105,Lightning7,10,10,0.1780821917808219,0.061409179056237884,0.1900684931506849,-0.011986301369862978
lstm,0.0002,secondary,105,MoteStrain,6,1,0.7284345047923323,0.7033605387565784,0.5943490415335463,0.134085463258786
lstm,0.0002,secondary,105,Phoneme,10,8,0.061708860759493674,0.007692684738490194,0.0372494725738396,0.024459388185654074
lstm,0.0002,secondary,105,PickupGestureWiimoteZ,10,10,0.1,0.022727272727272728,0.095,0.0050000000000000044
lstm,0.0002,secondary,105,Plane,10,10,0.13333333333333333,0.03361344537815126,0.2964285714285714,-0.16309523809523804
lstm,0.0002,secondary,105,ShakeGestureWiimoteZ,10,10,0.14,0.07601078167115902,0.12,0.020000000000000018
lstm,0.0002,secondary,105,SonyAIBORobotSurface1,10,10,0.46422628951747086,0.36556820268037454,0.6295757071547421,-0.16534941763727123
lstm,0.0002,secondary,105,SonyAIBORobotSurface2,10,10,0.7177334732423925,0.6558934110790303,0.6382476390346274,0.079485834207765
lstm,0.0002,secondary,105,StarLightCurves,10,10,0.771369596891695,0.7287312866489172,0.7347771976687713,0.03659239922292379
lstm,0.0002,secondary,105,Trace,10,10,0.19,0.07983193277310924,0.355,-0.16499999999999998
lstm,0.0002,secondary,105,Wafer,10,6,0.8921155094094744,0.4714910400411558,0.8539097988319273,0.03820571057754707
lstm,0.0002,secondary,126,AllGestureWiimoteX,10,10,0.12428571428571429,0.06263376697602265,0.1396428571428571,-0.015357142857142805
lstm,0.0002,secondary,126,AllGestureWiimoteY,10,10,0.15857142857142856,0.07550871233106968,0.165,-0.00642857142857145
lstm,0.0002,secondary,126,AllGestureWiimoteZ,10,10,0.14285714285714285,0.06094217936692312,0.1523214285714285,-0.009464285714285647
lstm,0.0002,secondary,126,Car,6,1,0.21666666666666667,0.08904109589041095,0.2416666666666666,-0.02499999999999994
lstm,0.0002,secondary,126,ChlorineConcentration,10,10,0.5325520833333334,0.23233356055441945,0.3520833333333333,0.18046875000000007
lstm,0.0002,secondary,126,CinCECGTorso,7,2,0.2644927536231884,0.13682384212255538,0.2831521739130435,-0.018659420289855067
lstm,0.0002,secondary,126,DodgerLoopDay,10,6,0.1375,0.03453689167974882,0.1671875,-0.029687499999999978
lstm,0.0002,secondary,126,DodgerLoopGame,8,3,0.5217391304347826,0.34285714285714286,0.473731884057971,0.048007246376811585
lstm,0.0002,secondary,126,DodgerLoopWeekend,10,10,0.7391304347826086,0.425,0.6711956521739131,0.06793478260869557
lstm,0.0002,secondary,126,Earthquakes,8,3,0.7482014388489209,0.4279835390946502,0.6151079136690647,0.13309352517985618
lstm,0.0002,secondary,126,FordA,10,9,0.8977272727272727,0.8976633122974587,0.715814393939394,0.18191287878787876
lstm,0.0002,secondary,126,FordB,10,10,0.7641975308641975,0.7615719514544403,0.6385802469135803,0.12561728395061722
lstm,0.0002,secondary,126,FreezerRegularTrain,10,10,0.5,0.3333333333333333,0.6873684210526315,-0.18736842105263152
lstm,0.0002,secondary,126,FreezerSmallTrain,10,10,0.5,0.3333333333333333,0.6017543859649123,-0.10175438596491226
lstm,0.0002,secondary,126,GesturePebbleZ1,10,10,0.20930232558139536,0.09526800670016751,0.2347383720930232,-0.02543604651162784
lstm,0.0002,secondary,126,GesturePebbleZ2,10,10,0.15822784810126583,0.04553734061930784,0.2120253164556962,-0.05379746835443036
lstm,0.0002,secondary,126,InsectWingbeatSound,10,10,0.09090909090909091,0.01515151515151515,0.1147727272727272,-0.023863636363636295
lstm,0.0002,secondary,126,ItalyPowerDemand,10,10,0.7240038872691934,0.7077032022660714,0.5949951409135082,0.12900874635568516
lstm,0.0002,secondary,126,Lightning2,10,10,0.5245901639344263,0.43751987281399046,0.5389344262295082,-0.0143442622950819
lstm,0.0002,secondary,126,Lightning7,10,10,0.1643835616438356,0.040336134453781515,0.1900684931506849,-0.02568493150684928
lstm,0.0002,secondary,126,MoteStrain,10,10,0.5391373801916933,0.3502854177477945,0.5943490415335463,-0.05521166134185296
lstm,0.0002,secondary,126,Phoneme,8,3,0.05221518987341772,0.0029933088662324413,0.0372494725738396,0.014965717299578123
lstm,0.0002,secondary,126,PickupGestureWiimoteZ,10,10,0.1,0.01818181818181818,0.095,0.0050000000000000044
lstm,0.0002,secondary,126,Plane,10,10,0.44761904761904764,0.3418322930960707,0.2964285714285714,0.15119047619047626
lstm,0.0002,secondary,126,ShakeGestureWiimoteZ,10,10,0.1,0.05719298245614035,0.12,-0.01999999999999999
lstm,0.0002,secondary,126,SonyAIBORobotSurface1,10,10,0.5158069883527454,0.4513481718507364,0.6295757071547421,-0.11376871880199668
lstm,0.0002,secondary,126,SonyAIBORobotSurface2,10,10,0.8048268625393494,0.7900284292821607,0.6382476390346274,0.16657922350472198
lstm,0.0002,secondary,126,StarLightCurves,10,10,0.778169014084507,0.6869055272357655,0.7347771976687713,0.04339181641573575
lstm,0.0002,secondary,126,Trace,10,10,0.29,0.1124031007751938,0.355,-0.065
lstm,0.0002,secondary,126,Wafer,10,9,0.8921155094094744,0.4714910400411558,0.8539097988319273,0.03820571057754707
lstm,0.0002,secondary,147,AllGestureWiimoteX,10,10,0.11285714285714285,0.03880320695084104,0.1396428571428571,-0.026785714285714246
lstm,0.0002,secondary,147,AllGestureWiimoteY,10,10,0.14,0.060311380578096284,0.165,-0.024999999999999994
lstm,0.0002,secondary,147,AllGestureWiimoteZ,10,10,0.13714285714285715,0.06652924346818265,0.1523214285714285,-0.015178571428571347
lstm,0.0002,secondary,147,Car,6,1,0.23333333333333334,0.0945945945945946,0.2416666666666666,-0.008333333333333276
lstm,0.0002,secondary,147,ChlorineConcentration,10,10,0.5325520833333334,0.23221484131039571,0.3520833333333333,0.18046875000000007
lstm,0.0002,secondary,147,CinCECGTorso,6,1,0.3050724637681159,0.19687416586033166,0.2831521739130435,0.02192028985507244
lstm,0.0002,secondary,147,DodgerLoopDay,9,4,0.15,0.037267080745341616,0.1671875,-0.017187499999999994
lstm,0.0002,secondary,147,DodgerLoopGame,6,1,0.4782608695652174,0.3235294117647059,0.473731884057971,0.004528985507246397
lstm,0.0002,secondary,147,DodgerLoopWeekend,10,10,0.7391304347826086,0.425,0.6711956521739131,0.06793478260869557
lstm,0.0002,secondary,147,Earthquakes,6,1,0.2517985611510791,0.20114942528735633,0.6151079136690647,-0.3633093525179856
lstm,0.0002,secondary,147,FordA,10,10,0.8977272727272727,0.8977225180922667,0.715814393939394,0.18191287878787876
lstm,0.0002,secondary,147,FordB,10,10,0.7592592592592593,0.7583010838578177,0.6385802469135803,0.12067901234567902
lstm,0.0002,secondary,147,FreezerRegularTrain,10,10,0.5,0.3333333333333333,0.6873684210526315,-0.18736842105263152
lstm,0.0002,secondary,147,FreezerSmallTrain,10,10,0.5,0.3333333333333333,0.6017543859649123,-0.10175438596491226
lstm,0.0002,secondary,147,GesturePebbleZ1,10,10,0.18604651162790697,0.05228758169934641,0.2347383720930232,-0.04869186046511623
lstm,0.0002,secondary,147,GesturePebbleZ2,10,10,0.26582278481012656,0.15926496384717406,0.2120253164556962,0.05379746835443036
lstm,0.0002,secondary,147,InsectWingbeatSound,10,10,0.09090909090909091,0.015179625569235959,0.1147727272727272,-0.023863636363636295
lstm,0.0002,secondary,147,ItalyPowerDemand,10,10,0.564625850340136,0.4928982522836475,0.5949951409135082,-0.030369290573372232
lstm,0.0002,secondary,147,Lightning2,10,10,0.5737704918032787,0.5279761904761905,0.5389344262295082,0.0348360655737705
lstm,0.0002,secondary,147,Lightning7,10,10,0.2191780821917808,0.17142857142857143,0.1900684931506849,0.029109589041095923
lstm,0.0002,secondary,147,MoteStrain,10,10,0.7779552715654952,0.766264814277579,0.5943490415335463,0.18360623003194887
lstm,0.0002,secondary,147,Phoneme,8,3,0.016350210970464137,0.0019633442380223498,0.0372494725738396,-0.020899261603375463
lstm,0.0002,secondary,147,PickupGestureWiimoteZ,10,10,0.12,0.043586206896551724,0.095,0.024999999999999994
lstm,0.0002,secondary,147,Plane,10,10,0.14285714285714285,0.03571428571428571,0.2964285714285714,-0.15357142857142853
lstm,0.0002,secondary,147,ShakeGestureWiimoteZ,10,10,0.18,0.11538461538461538,0.12,0.06
lstm,0.0002,secondary,147,SonyAIBORobotSurface1,10,10,0.45923460898502494,0.356639141504804,0.6295757071547421,-0.17034109816971715
lstm,0.0002,secondary,147,SonyAIBORobotSurface2,10,10,0.7796432318992654,0.7566394279877426,0.6382476390346274,0.141395592864638
lstm,0.0002,secondary,147,StarLightCurves,10,10,0.7662700339970859,0.7285975314180392,0.7347771976687713,0.03149283632831468
lstm,0.0002,secondary,147,Trace,10,10,0.28,0.109375,0.355,-0.07499999999999996
lstm,0.0002,secondary,147,Wafer,10,10,0.8921155094094744,0.4714910400411558,0.8539097988319273,0.03820571057754707
